document,content,tag
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h",App. to Brief in Opposition 44.,Citing secondary sources
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h","Although the Vieth plurality thought all political gerry- mandering claims nonjusticiable, JUSTICE KENNEDY, concurring in the judgment, surmised that if “a State did impose burdens and restrictions on groups or persons by reason of their views, there would likely be a First Amendment violation, unless the State shows some com- pelling interest. . . . Where it is alleged that a gerryman- der had the purpose and effect of imposing burdens on a disfavored party and its voters, the First Amendment may offer a sounder and more prudential basis for intervention than does the Equal Protection Clause.”",Recalling a SCOTUS decision
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h","Vieth v. Ju- belirer, 541 U. S. 267 , 315 (2004).",Citing a SCOTUS decision
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h","Whatever “wholly in- substantial,” “obviously frivolous,” etc., mean, at a mini- mum they cannot include a plea for relief based on a legal theory put forward by a Justice of this Court and uncon- tradicted by the majority in any of our cases.",Stating the Court's reasoning
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h","Accordingly, the District Judge should not have dismissed the claim as “constitutionally insubstantial” under Goosby.",Giving the holding/ruling of the Court
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h","Perhaps petitioners will ultimately fail on the merits of their suit, but §2284 entitles them to make their case before a three- judge district court.",Giving the holding/ruling of a lower court
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h","The judgment of the Fourth Circuit is reversed, and the case is remanded for further proceedings consistent with this opinion.",Giving the holding/ruling of the Court
"opinion-G16-(Shapiro v. McManus, 136 S. Ct. 450).h",It is so ordered.,Giving the holding/ruling of the Court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Justice GINSBURG delivered the opinion of the Court.,Announcing function
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",It is a principle of general application in Anglo-American jurisprudence that one is not bound by a judgment in personam *2167 in a litigation in which he is not designated as a party or to which he has not been made a party by service of process.,Quoting SCOTUS decisions
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Hansberry v. Lee, 311 U.S. 32 , 40, 61 S. Ct. 115 , 85 L. Ed. 22 (1940).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Several exceptions, recognized in this Court's decisions, temper this basic rule",Referring to unwritten sources of authority
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In a class action, for example, a person not named as a party may be bound by a judgment on the merits of the action, if she was adequately represented by a party who actively participated in the litigation.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 41, 61 S. Ct. 115 .",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In this case, we consider for the first time whether there is a ""virtual representation"" exception to the general rule against precluding nonparties.",Stating the issue(s) to be decided
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Adopted by a number of courts, including the courts below in the case now before us, the exception so styled is broader than any we have so far approved.",Stating the Court's reasoning
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The virtual representation question we examine in this opinion arises in the following context.,Announcing function
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Petitioner Brent Taylor filed a lawsuit under the Freedom of Information Act seeking certain documents from the Federal Aviation Administration.,Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Greg Herrick, Taylor's friend, had previously brought an unsuccessful suit seeking the same records.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The two men have no legal relationship, and there is no evidence that Taylor controlled, financed, participated in, or even had notice of Herrick's earlier suit.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Nevertheless, the D.C. Circuit held Taylor's suit precluded by the judgment against Herrick because, in that court's assessment, Herrick qualified as Taylor's ""virtual representative.""",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","We disapprove the doctrine of preclusion by ""virtual representation,"" and hold, based on the record as it now stands, that the judgment against Herrick does not bar Taylor from maintaining this suit.",Giving the holding/ruling of the Court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The Freedom of Information Act (FOIA) accords ""any person"" a right to request any records held by a federal agency. 5 U.S.C. § 552(a)(3)(A) (2006 ed.).",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",5 U.S.C. § 552(a)(3)(A) (2006 ed.).,Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","No reason need be given for a FOIA request, and unless the requested materials fall within one of the Act's enumerated exemptions, see § 552(a)(3)(E), (b), the agency must ""make the records promptly available"" to the requester, § 552(a)(3)(A).",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","If an agency refuses to furnish the requested records, the requester may file suit in federal court and obtain an injunction ""order[ing] the production of any agency records improperly withheld."" § 552(a)(4)(B).",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",§ 552(a)(4)(B).,Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The courts below held the instant FOIA suit barred by the judgment in earlier litigation seeking the same records.,Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Because the lower courts' decisions turned on the connection between the two lawsuits, we begin with a full account of each action.",Announcing function
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The first suit was filed by Greg Herrick, an antique aircraft enthusiast and the owner of an F-45 airplane, a vintage model manufactured by the Fairchild Engine and Airplane Corporation (FEAC) in the 1930's.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In 1997, seeking information that would help him restore his plane to its original condition, Herrick filed a FOIA request asking the Federal Aviation Administration (FAA) for copies of any technical documents about the F-45 contained in the agency's records.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","To gain a certificate authorizing the manufacture and sale of the F-45, FEAC had submitted to the FAA's predecessor, the Civil Aeronautics Authority, detailed specifications and other technical data about the plane.",Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Hundreds of pages of documents produced by FEAC in the certification process remain in the FAA's records.,Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The FAA denied Herrick's request, however, upon finding that the documents he sought are subject to FOIA's exemption for ""trade secrets and commercial or financial *2168 information obtained from a person and privileged or confidential,"" 5 U.S.C. § 552(b)(4) (2006 ed.).",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In an administrative appeal, Herrick urged that FEAC and its successors had waived any trade-secret protection.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The FAA thereupon contacted FEAC's corporate successor, respondent Fairchild Corporation (Fairchild).",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Because Fairchild objected to release of the documents, the agency adhered to its original decision.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Herrick then filed suit in the U.S. District Court for the District of Wyoming.,Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Challenging the FAA's invocation of the trade-secret exemption, Herrick placed heavy weight on a 1955 letter from FEAC to the Civil Aeronautics Authority.",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The letter authorized the agency to lend any documents in its files to the public ""for use in making repairs or replacement parts for aircraft produced by Fairchild.""",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Herrick v. Garvey, 298 F.3d 1184 , 1193 (C.A.10 2002) (internal quotation marks omitted).",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","This broad authorization, Herrick maintained, showed that the F-45 certification records held by the FAA could not be regarded as ""secre[t]"" or ""confidential"" within the meaning of § 552(b)(4).",Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Rejecting Herrick's argument, the District Court granted summary judgment to the FAA.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Herrick v. Garvey, 200 F. Supp. 2d 1321 , 1328-1329 (D.Wyo.2000).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The 1955 letter, the court reasoned, did not deprive the F-45 certification documents of trade-secret status, for those documents were never in fact released pursuant to the letter's blanket authorization.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 1329.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The court also stated that even if the 1955 letter had waived trade-secret protection, Fairchild had successfully ""reversed"" the waiver by objecting to the FAA's release of the records to Herrick.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Ibid.,Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","On appeal, the Tenth Circuit agreed with Herrick that the 1955 letter had stripped the requested documents of trade-secret protection.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See Herrick, 298 F.3d, at 1194.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","But the Court of Appeals upheld the District Court's alternative determination i.e., that Fairchild had restored trade-secret status by objecting to Herrick's FOIA request.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 1195.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","On that ground, the appeals court affirmed the entry of summary judgment for the FAA.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In so ruling, the Tenth Circuit noted that Herrick had failed to challenge two suppositions underlying the District Court's decision.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","First, the District Court assumed trade-secret status could be ""restored"" to documents that had lost protection.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 1194, n. 10.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Second, the District Court also assumed that Fairchild had regained trade-secret status for the documents even though the company claimed that status only ""after Herrick had initiated his request"" for the F-45 records.",Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Ibid.,Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The Court of Appeals expressed no opinion on the validity of these suppositions.,Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 1194-1195, n. 10.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The Tenth Circuit's decision issued on July 24, 2002.",Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Less than a month later, on August 22, petitioner Brent Taylora friend of Herrick's and an antique aircraft enthusiast in his own rightsubmitted a FOIA request seeking the same documents Herrick had unsuccessfully sued to obtain.",Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","When the FAA failed to respond, Taylor filed a complaint in the U.S. District Court for the District of Columbia.",Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Like Herrick, Taylor argued that FEAC's 1955 letter had stripped the records of their trade-secret status.",Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",But Taylor also sought to litigate the two issues concerning recapture of protected status that Herrick had failed to raise in his appeal to the Tenth Circuit.,Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","After Fairchild intervened as a defendant, [1] *2169 the District Court in D.C. concluded that Taylor's suit was barred by claim preclusion;",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","accordingly, it granted summary judgment to Fairchild and the FAA.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The court acknowledged that Taylor was not a party to Herrick's suit.,Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Relying on the Eighth Circuit's decision in Tyus v. Schoemehl, 93 F.3d 449 (1996), however, it held that a nonparty may be bound by a judgment if she was ""virtually represented"" by a party.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",App. to Pet. for Cert. 30a-31a.,Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The Eighth Circuit's seven-factor test for virtual representation, adopted by the District Court in Taylor's case, requires an ""identity of interests"" between the person to be bound and a party to the judgment.",Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 31a. See also Tyus, 93 F.3d, at 455.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Six additional factors counsel in favor of virtual representation under the Eighth Circuit's test, but are not prerequisites: (1) a ""close relationship"" between the present party and a party to the judgment alleged to be preclusive; (2) ""participation in the prior litigation"" by the present party; (3) the present party's ""apparent acquiescence"" to the preclusive effect of the judgment; (4) ""deliberat[e] maneuver[ing]"" to avoid the effect of the judgment; (5) adequate representation of the present party by a party to the prior adjudication; and (6) a suit raising a ""public law"" rather than a ""private law"" issue. App. to Pet. for Cert. 31a (citing Tyus, 93 F.3d, at 454-456).",Describing procedural events
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","App. to Pet. for Cert. 31a (citing Tyus, 93 F.3d, at 454-456).",Citing secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","These factors, the D.C. District Court observed, ""constitute a fluid test with imprecise boundaries"" and call for ""a broad, case-by-case inquiry.""",Describing the legal arguments made in the case
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",App. to Pet. for Cert. 32a.,Describing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The record before the District Court in Taylor's suit revealed the following facts about the relationship between Taylor and Herrick:,Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Taylor is the president of the Antique Aircraft Association, an organization to which Herrick belongs;",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","the two men are ""close associate[s],"" App. 54;",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Herrick asked Taylor to help restore Herrick's F-45, though they had no contract or agreement for Taylor's participation in the restoration;",Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Taylor was represented by the lawyer who represented Herrick in the earlier litigation;,Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",and Herrick apparently gave Taylor documents that Herrick had obtained from the FAA during discovery in his suit.,Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Fairchild and the FAA conceded that Taylor had not participated in Herrick's suit.,Describing the adjudicated facts
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",App. to Pet. for Cert. 32a.,Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The D.C. District Court determined, however, that Herrick ranked as Taylor's virtual representative because the facts fit each of the other six indicators on the Eighth Circuit's list.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 32a-35a.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Accordingly, the District Court held Taylor's suit, seeking the same documents Herrick had requested, barred by the judgment against Herrick.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 35a.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The D.C. Circuit affirmed.,Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","It observed, first, that other Circuits ""vary widely"" in their approaches to virtual representation.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Taylor v. Blakey, 490 F.3d 965 , 971 (2007).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In this regard, the D.C. Circuit contrasted the multifactor balancing test applied by the Eighth Circuit and the D.C. District Court with the Fourth Circuit's narrower approach, which ""treats a party as a virtual representative only if the party is `accountable to the nonparties who file a subsequent suit' and has `the tacit approval of the court' to act on the nonpart[ies'] behalf.""",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Ibid. (quoting Klugh v. United States, 818 F.2d 294 , 300 (C.A.4 1987)).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Rejecting both of these approaches, the D.C. Circuit announced its own five-factor *2170 test.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The first two factors""identity of interests"" and ""adequate representation"" are necessary but not sufficient for virtual representation.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","490 F.3d, at 971-972.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","In addition, at least one of three other factors must be established: ""a close relationship between the present party and his putative representative,"" ""substantial participation by the present party in the first case,"" or ""tactical maneuvering on the part of the present party to avoid preclusion by the prior judgment.""",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 972.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Applying this test to the record in Taylor's case, the D.C. Circuit found both of the necessary conditions for virtual representation well met.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","As to identity of interests, the court emphasized that Taylor and Herrick sought the same resultrelease of the F-45 documents.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Moreover, the D.C. Circuit observed, Herrick owned an F-45 airplane, and therefore had ""if anything, a stronger incentive to litigate"" than Taylor, who had only a ""general interest in public disclosure and the preservation of antique aircraft heritage.""",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 973 (internal quotation marks omitted).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Turning to adequacy of representation, the D.C. Circuit acknowledged that some other Circuits regard notice of a prior suit as essential to a determination that a nonparty was adequately represented in that suit.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 973-974 (citing Perez v. Volvo Car Corp., 247 F.3d 303 , 312 (C.A.1 2001), and Tice v. American Airlines, Inc., 162 F.3d 966, 973 (C.A.7 1998)).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Disagreeing with these courts, the D.C. Circuit deemed notice an ""important"" but not an indispensable element in the adequacy inquiry.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The court then concluded that Herrick had adequately represented Taylor even though Taylor had received no notice of Herrick's suit.,Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","For this conclusion, the appeals court relied on Herrick's ""strong incentive to litigate"" and Taylor's later engagement of the same attorney, which indicated to the court Taylor's satisfaction with that attorney's performance in Herrick's case.",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See 490 F.3d, at 974-975.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The D.C. Circuit also found its ""close relationship"" criterion met, for Herrick had ""asked Taylor to assist him in restoring his F-45"" and ""provided information to Taylor that Herrick had obtained through discovery"";",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","furthermore, Taylor ""did not oppose Fairchild's characterization of Herrick as his `close associate.'""",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 975.",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Because the three above-described factors sufficed to establish virtual representation under the D.C. Circuit's five-factor test, the appeals court left open the question whether Taylor had engaged in ""tactical maneuvering.""",Giving the holding/ruling of a lower court
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See id., at 976 (calling the facts bearing on tactical maneuvering ""ambigu[ous]""). [2]",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","We granted certiorari, 552 U.S. ___, 128 S. Ct. 977, 169 L. Ed. 2d 800 (2008), to resolve the disagreement among the Circuits over the permissibility and scope of preclusion based on ""virtual representation."" [3]",Granting certiorari
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",The preclusive effect of a federal-court judgment is determined by federal common law.,Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See Semtek Int'l Inc. v. Lockheed Martin Corp., 531 U.S. 497 , 507-508, 121 S. Ct. 1021 , 149 L. Ed. 2d 32 (2001).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","For judgments in federal-question cases for example, Herrick's FOIA suit  federal courts participate in developing ""uniform federal rule[s]"" of res judicata, which this Court has ultimate authority to determine and declare.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 508, 121 S. Ct. 1021 . [4]",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The federal common law of preclusion is, of course, subject to due process limitations.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See Richards v. Jefferson County, 517 U.S. 793 , 797, 116 S. Ct. 1761 , 135 L. Ed. 2d 76 (1996).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",Taylor's case presents an issue of first impression in this sense:,Stating the issue(s) to be decided
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Until now, we have never addressed the doctrine of ""virtual representation"" adopted (in varying forms) by several Circuits and relied upon by the courts below.",Stating the issue(s) to be decided
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Our inquiry, however, is guided by well-established precedent regarding the propriety of nonparty preclusion.",Stating the Court's reasoning
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)",We review that precedent before taking up directly the issue of virtual representation.,Announcing function
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The preclusive effect of a judgment is defined by claim preclusion and issue preclusion, which are collectively referred to as ""res judicata."" [5]",Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Under the doctrine of claim preclusion, a final judgment forecloses ""successive litigation of the very same claim, whether or not relitigation of the claim raises the same issues as the earlier suit.""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","New Hampshire v. Maine, 532 U.S. 742 , 748, 121 S. Ct. 1808 , 149 L. Ed. 2d 968 (2001).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Issue preclusion, in contrast, bars ""successive litigation of an issue of fact or law actually litigated and resolved in a valid court determination essential to the prior judgment,"" even if the issue recurs in the context of a different claim.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Id., at 748-749, 121 S. Ct. 1808 .",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","By ""preclud[ing] parties from contesting matters that they have had a full and fair opportunity to litigate,"" these two doctrines protect against ""the expense and vexation attending multiple lawsuits, conserv[e] judicial resources, and foste[r] reliance on judicial action by minimizing the possibility of inconsistent decisions.""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Montana v. United States, 440 U.S. 147 , 153-154, 99 S. Ct. 970 , 59 L. Ed. 2d 210 (1979).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","A person who was not a party to a suit generally has not had a ""full and fair opportunity to litigate"" the claims and issues settled in that suit.",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","The application of claim and issue preclusion to nonparties thus runs up against the ""deep-rooted historic tradition that everyone should have his own day in court.""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Richards, 517 U.S., at 798, 116 S. Ct. 1761 (internal quotation marks omitted).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Indicating the strength of that tradition, we have often repeated the general rule that ""one is not bound by a judgment in personam in a litigation in which he is not designated as a party or to which he has not been made a party by service of process.""",Recalling a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Hansberry, 311 U.S., at 40, 61 S. Ct. 115 . See also, e.g., Richards, 517 U.S., at 798, 116 S. Ct. 1761 ; Martin v. Wilks, 490 U.S. 755 , 761, 109 S. Ct. 2180 , 104 L. Ed. 2d 835 (1989); Zenith *2172 Radio Corp. v. Hazeltine Research, Inc., 395 U.S. 100 , 110, 89 S. Ct. 1562 , 23 L. Ed. 2d 129 (1969).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","See also, e.g., Richards, 517 U.S., at 798, 116 S. Ct. 1761 ; Martin v. Wilks, 490 U.S. 755 , 761, 109 S. Ct. 2180 , 104 L. Ed. 2d 835 (1989); Zenith *2172 Radio Corp. v. Hazeltine Research, Inc., 395 U.S. 100 , 110, 89 S. Ct. 1562 , 23 L. Ed. 2d 129 (1969).",Citing a SCOTUS decision
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Though hardly in doubt, the rule against nonparty preclusion is subject to exceptions.",Giving the context
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","For present purposes, the recognized exceptions can be grouped into six categories. [6]",Announcing function
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","First, ""[a] person who agrees to be bound by the determination of issues in an action between others is bound in accordance with the terms of his agreement."" 1",Quoting primary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","Restatement (Second) of Judgments § 40, p. 390 (1980) (hereinafter Restatement).",Citing primary sources (other than SCOTUS decisions)
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","For example, ""if separate actions involving the same transaction are brought by different plaintiffs against the same defendant, all the parties to all the actions may agree that the question of the defendant's liability will be definitely determined, one way or the other, in a `test case.'""",Quoting secondary sources
"opinion-G16-(Taylor v. Sturgell, 553 U.S. 880)","D. Shapiro, Civil Procedure: Preclusion in Civil Actions 77-78 (2001) (hereinafter Shapiro).",Citing secondary sources
